textId,sourceType,studentId,text,signalType,confidence,severity,requiresReview
TXT-000227,mood_checkin,STU-2026-0006,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.829,low,False
TXT-000228,mood_checkin,STU-2026-0006,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.82,low,False
TXT-000229,mood_checkin,STU-2026-0006,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.849,low,False
TXT-000230,mood_checkin,STU-2026-0006,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.823,low,False
TXT-000231,mood_checkin,STU-2026-0006,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.969,low,False
TXT-000232,mood_checkin,STU-2026-0006,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.926,low,False
TXT-000233,mood_checkin,STU-2026-0006,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.875,low,False
TXT-000234,mood_checkin,STU-2026-0006,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.923,low,False
TXT-000235,mood_checkin,STU-2026-0006,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.882,low,False
TXT-000236,mood_checkin,STU-2026-0006,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.833,low,False
TXT-000237,mood_checkin,STU-2026-0006,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.856,low,False
TXT-000238,mood_checkin,STU-2026-0006,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.827,low,False
TXT-000239,mood_checkin,STU-2026-0006,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.87,low,False
TXT-000240,mood_checkin,STU-2026-0006,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.882,low,False
TXT-000241,mood_checkin,STU-2026-0007,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.883,low,False
TXT-000242,mood_checkin,STU-2026-0007,Scored well on the math quiz! Hard work is finally paying off.,positive,0.895,low,False
TXT-000243,mood_checkin,STU-2026-0007,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.928,low,False
TXT-000244,mood_checkin,STU-2026-0007,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.831,low,False
TXT-000245,mood_checkin,STU-2026-0007,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.914,low,False
TXT-000246,mood_checkin,STU-2026-0007,Scored well on the math quiz! Hard work is finally paying off.,positive,0.927,low,False
TXT-000247,mood_checkin,STU-2026-0007,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.915,low,False
TXT-000248,mood_checkin,STU-2026-0007,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.896,low,False
TXT-000249,mood_checkin,STU-2026-0007,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.909,low,False
TXT-000250,mood_checkin,STU-2026-0007,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.915,low,False
TXT-000251,mood_checkin,STU-2026-0007,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.88,low,False
TXT-000252,mood_checkin,STU-2026-0007,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.96,low,False
TXT-000253,mood_checkin,STU-2026-0007,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.865,low,False
TXT-000254,mood_checkin,STU-2026-0007,"Standard school day, revised chapter 4 during the study break.",neutral,0.809,low,False
TXT-000255,mood_checkin,STU-2026-0007,Scored well on the math quiz! Hard work is finally paying off.,positive,0.825,low,False
TXT-000256,mood_checkin,STU-2026-0007,Scored well on the math quiz! Hard work is finally paying off.,positive,0.887,low,False
TXT-000257,mood_checkin,STU-2026-0007,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.845,low,False
TXT-000258,mood_checkin,STU-2026-0007,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.888,low,False
TXT-000259,mood_checkin,STU-2026-0007,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.947,low,False
TXT-000260,mood_checkin,STU-2026-0007,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.725,low,False
TXT-000261,mood_checkin,STU-2026-0007,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.953,low,False
TXT-000262,mood_checkin,STU-2026-0007,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.944,low,False
TXT-000263,mood_checkin,STU-2026-0007,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.904,low,False
TXT-000264,mood_checkin,STU-2026-0007,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.819,low,False
TXT-000265,mood_checkin,STU-2026-0007,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.805,low,False
TXT-000266,mood_checkin,STU-2026-0007,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.92,low,False
TXT-000267,mood_checkin,STU-2026-0007,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.837,low,False
TXT-000268,mood_checkin,STU-2026-0007,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.915,low,False
TXT-000269,mood_checkin,STU-2026-0007,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.859,low,False
TXT-000270,mood_checkin,STU-2026-0007,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.889,low,False
TXT-000271,mood_checkin,STU-2026-0008,"Standard school day, revised chapter 4 during the study break.",neutral,0.809,low,False
TXT-000272,mood_checkin,STU-2026-0008,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.7,low,False
TXT-000273,mood_checkin,STU-2026-0008,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.841,low,False
TXT-000274,mood_checkin,STU-2026-0008,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.838,low,False
TXT-000275,mood_checkin,STU-2026-0008,"Everyone ignored me during the group project discussion, it feels like I'm completely invisible.",isolation,0.872,medium,1
TXT-000276,mood_checkin,STU-2026-0008,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.879,low,False
TXT-000277,mood_checkin,STU-2026-0008,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.936,low,False
TXT-000278,mood_checkin,STU-2026-0008,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.842,medium,False
TXT-000279,mood_checkin,STU-2026-0008,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.941,low,False
TXT-000280,mood_checkin,STU-2026-0008,Couldn't sleep all night because I am terrified of failing the physics midterm tomorrow.,anxiety,0.893,medium,False
TXT-000281,mood_checkin,STU-2026-0008,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.814,medium,False
TXT-000282,mood_checkin,STU-2026-0008,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.716,low,False
TXT-000283,mood_checkin,STU-2026-0008,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.846,low,False
TXT-000284,mood_checkin,STU-2026-0008,"Aggressive confrontation in the hallway, someone kicked my backpack into the trash.",aggression,0.773,high,True
TXT-000285,mood_checkin,STU-2026-0008,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.866,medium,False
TXT-000286,mood_checkin,STU-2026-0008,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.796,medium,1
TXT-000287,mood_checkin,STU-2026-0008,I have severe panic attacks every Sunday evening thinking about school the next morning.,anxiety,0.866,medium,False
TXT-000288,mood_checkin,STU-2026-0008,"Every time I answer a question in English class, three students mock the way I speak.",bullying_indicator,0.98,high,True
TXT-000289,mood_checkin,STU-2026-0008,"Feeling severe burnout, no matter how hard I study my grades keep falling.",distress,0.814,medium,False
TXT-000290,mood_checkin,STU-2026-0008,Couldn't sleep all night because I am terrified of failing the physics midterm tomorrow.,anxiety,0.872,medium,False
TXT-000291,mood_checkin,STU-2026-0008,"Standard school day, revised chapter 4 during the study break.",neutral,0.783,low,False
TXT-000292,mood_checkin,STU-2026-0008,I have severe panic attacks every Sunday evening thinking about school the next morning.,anxiety,0.894,medium,False
TXT-000293,mood_checkin,STU-2026-0008,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.913,medium,False
TXT-000294,mood_checkin,STU-2026-0008,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.824,medium,False
TXT-000295,mood_checkin,STU-2026-0008,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.794,medium,1
TXT-000296,mood_checkin,STU-2026-0008,They made a class group chat without me and were making inside jokes about me today.,isolation,0.837,medium,1
TXT-000297,mood_checkin,STU-2026-0008,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.884,medium,1
TXT-000298,mood_checkin,STU-2026-0008,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.916,medium,1
TXT-000299,mood_checkin,STU-2026-0008,"Can't focus on anything, feeling hopeless and like I am letting everyone down.",distress,0.78,medium,False
TXT-000300,mood_checkin,STU-2026-0008,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.806,medium,False
TXT-000301,mood_checkin,STU-2026-0008,I have severe panic attacks every Sunday evening thinking about school the next morning.,anxiety,0.754,medium,False
TXT-000302,mood_checkin,STU-2026-0008,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.835,medium,False
TXT-000303,mood_checkin,STU-2026-0008,"Standard school day, revised chapter 4 during the study break.",neutral,0.799,low,False
TXT-000304,mood_checkin,STU-2026-0008,"Aggressive confrontation in the hallway, someone kicked my backpack into the trash.",aggression,0.772,high,True
TXT-000305,mood_checkin,STU-2026-0008,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.881,medium,False
TXT-000306,mood_checkin,STU-2026-0008,They made a class group chat without me and were making inside jokes about me today.,isolation,0.797,medium,1
TXT-000307,mood_checkin,STU-2026-0008,I was shoved down near the bleachers during recess and threatened not to report it.,aggression,0.873,high,True
TXT-000308,mood_checkin,STU-2026-0008,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.911,medium,False
TXT-000309,mood_checkin,STU-2026-0008,I am crying almost every day after classes and I don't have anyone to talk to.,distress,0.911,medium,False
TXT-000310,mood_checkin,STU-2026-0008,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.897,medium,1
